-4.507636788927419924e-01,7.147180304602721579e-01,-1.338056586706392326e-01,-7.538806622663041246e-01,2.836027253287553673e+00,3.097111465327834434e+00,2.868662779792587880e+00,1.302157507550902649e+00,1.269521981045868220e+00,7.473535569653065869e-01,7.799890834703409048e-01,1.041073295510621888e+00,-2.516199093538201481e+00,-2.516199093538201481e+00,-2.679376726063373404e+00,-2.679376726063373404e+00,-1.439226718872043564e+00,-1.439226718872043564e+00,-1.145506980326728375e+00,1.599140798746760128e-01,4.862693449250256594e-01,3.195018044842937499e+00
-4.723807129539610017e-01,-1.563640358175439182e+01,-1.824247084537996955e+01,2.606067263625114983e+00,5.212134527250692706e+00,-1.824247084537996955e+01,-1.824247084537996955e+01,-1.824247084537996955e+01,-2.606067263626040909e+00,5.212134527250692706e+00,1.303033631812742676e+01,-5.212134527252081817e+00,-3.127280716350832179e+01,-2.606067263625716635e+01,1.563640358175300449e+01,1.824247084537858044e+01,1.042426905450184904e+01,2.084853810900462179e+01,2.866673989988135673e+01,1.563640358175300449e+01,1.824247084537858044e+01,2.084853810900462179e+01
-4.755160079704736642e-01,-3.410996363443838941e+00,1.174898747408543187e+01,1.427565144700742472e+01,1.680231541992896993e+01,2.185564336577206035e+01,1.932897939285051692e+01,1.932897939285051692e+01,1.932897939285051692e+01,-1.857098020097355828e+01,-1.857098020097355828e+01,-8.464324309287377446e+00,1.174898747408543187e+01,9.222323501163886661e+00,1.427565144700742472e+01,-1.857098020097355828e+01,-3.120430006558173375e+01,6.695659528242341452e+00,-3.120430006558173375e+01,-1.604431622805201130e+01,-1.857098020097355828e+01,-1.857098020097355828e+01
-4.699054800461878734e-01,1.367913193995116128e-01,-2.599035068591449615e+00,3.647768517320849613e-01,2.644632175057858969e+00,-1.459107406928542350e+00,2.644632175057858969e+00,3.100603239723005888e+00,8.207479163972316583e-01,3.647768517320849613e-01,2.188661110392712050e+00,3.647768517320849613e-01,2.872617707390432429e+00,4.012545369053339250e+00,4.012545369053339250e+00,2.416646642725285510e+00,-8.754644441571050706e+00,-3.738962730254316469e+00,-9.210615506236198513e+00,-3.738962730254316469e+00,3.556574304388192775e+00,4.240530901385913154e+00
-4.535689428548849711e-01,1.160532984315469252e+00,1.348931196054997228e+00,1.575009050142422984e+00,1.499649765446614325e+00,1.386610838402901447e+00,4.069401373573702241e-01,5.576587067489873206e-01,4.822994220531787724e-01,4.446197797052744982e-01,4.446197797052744982e-01,7.837365608364197378e-01,-7.535928469590225977e-03,3.014371387831405250e-02,-3.089730672528311350e-01,-1.582544978612073494e-01,-1.582544978612073494e-01,-4.973712789923525612e-01,-2.004556972908557277e+00,-3.021907316301992719e+00,-3.963898374999619723e+00,-4.039257659695428160e+00
-4.695754489918180785e-01,-1.164744951984305166e+00,-1.164744951984305166e+00,4.808306083831959121e+00,4.808306083831959121e+00,1.018405201606651111e+01,1.555979794830106400e+01,9.586746912484906957e+00,9.586746912484906957e+00,9.586746912484906957e+00,9.586746912484906957e+00,-9.527016402126884387e+00,1.821780565923826867e+00,-4.748575573473936551e+00,-5.943185780637253224e+00,-1.370815212719822718e+01,-1.012432150570848854e+01,-6.540490884218858270e+00,-7.735101091382068361e+00,-8.332406194963674295e+00,-6.540490884218858270e+00,-8.332406194963674295e+00
-4.689153868830785998e-01,8.392560128371670203e+00,9.255548316379030638e+00,9.255548316379030638e+00,8.824054222375350420e+00,9.255548316379030638e+00,-3.689274503731608146e+00,3.214631000327429433e+00,1.920148718316311953e+00,3.214631000327429433e+00,3.214631000327429433e+00,3.646125094331109651e+00,4.077619188334789868e+00,4.077619188334789868e+00,-4.120768597735288807e+00,-8.867203631775923967e+00,-1.059318000779064484e+01,-1.102467410179432683e+01,-9.298697725779604184e+00,-1.188766228980176365e+01,-8.867203631775923967e+00,-8.867203631775923967e+00
-4.672652316112297921e-01,4.954898284864397873e+00,4.954898284864397873e+00,4.954898284864397873e+00,4.247055672740912335e+00,-8.494111345482075137e+00,4.954898284864397873e+00,4.247055672740912335e+00,4.247055672740912335e+00,-4.247055672741037569e+00,-7.078426121235104951e+00,-7.078426121235104951e+00,7.786268733358465255e+00,-7.078426121235104951e+00,-1.061763918185253175e+01,-6.370583509111619414e+00,4.247055672740912335e+00,1.132548179397589116e+01,-1.769606530308763581e+01,-1.257381065264518687e-13,1.274116701822298836e+01,2.123527836370493915e+01
-4.459782286043805777e-01,3.996351146660813924e+00,1.947830576261259328e+00,6.978858214411938210e-01,-1.558958874761707136e+00,-3.437348075755315979e-01,-3.784554952094216218e-01,-4.131761828433116457e-01,-4.131761828433116457e-01,-8.298244344499980940e-01,-3.437348075755315979e-01,-2.048520570399653407e-01,-1.038148560253344455e+00,-8.298244344499980940e-01,-1.211751998422800680e+00,2.465168822006111593e-01,1.770755069328311115e-01,-1.701313694060753168e-01,2.465168822006111593e-01,-1.701313694060753168e-01,5.937237585395237494e-01,7.326065090750838449e-01
-4.444930888597167229e-01,-8.257591306443209378e-01,-2.419626857144648646e+00,-1.164879923516729532e+00,-2.046593984984999892e+00,-7.240228927826001248e-01,-2.758747650017057573e+00,-1.537912795676384281e+00,-9.953195270805281769e-01,-3.509900206229513708e-01,-4.866383377719123438e-01,-4.527262584846721283e-01,-4.188141791974318573e-01,-3.849020999101915863e-01,9.037569130049680766e-01,1.005493150866688890e+00,1.887207212334953477e+00,1.887207212334953477e+00,2.260240084494608226e+00,3.311514542399073946e+00,3.311514542399073946e+00,3.277602463111833675e+00
-4.689153868830785998e-01,1.189105899373758657e+00,1.804160674911898354e+00,-2.501222753855152359e+00,-1.476131461291586344e+00,-8.610766857534101204e-01,-5.576496631545923677e+00,-7.421660958160379629e+00,-5.781514890058637057e+00,-5.166460114520496916e+00,-3.526314046418755233e+00,-2.460219102152704507e-01,6.724598879217125180e+00,6.929617137729838561e+00,6.929617137729838561e+00,6.929617137729838561e+00,7.790693823483321179e-01,3.690328653229056899e-01,7.790693823483321179e-01,-4.100365170255721586e-02,1.640146068101560328e-01,7.790693823483321179e-01
