time,low,high,open,close,volume
1486512000,11.15,11.65,11.51,11.41,88158.86526487865
1486425600,11.29,11.59,11.33,11.51,56981.38488792948
1486339200,11.22,11.42,11.27,11.34,47895.73172549979
1486252800,11.15,11.44,11.39,11.26,39382.95306944007
1486166400,10.98,11.45,10.99,11.41,89627.48669354981
1486080000,10.67,10.99,10.82,10.99,49696.946716190054
1485993600,10.62,10.86,10.73,10.82,48583.70326323071
1485907200,10.51,10.86,10.7,10.72,58400.82763664
1485820800,10.58,10.79,10.59,10.7,40509.602884669985
1485734400,10.37,10.71,10.5,10.6,42007.88104908952
1485648000,10.46,10.58,10.58,10.49,19237.128954929995
1485561600,10.47,10.58,10.55,10.58,26321.936807490216
1485475200,10.42,10.64,10.61,10.55,45845.48034511008
1485388800,10.5,10.67,10.54,10.6,43444.181718439926
1485302400,10.43,10.66,10.57,10.55,41045.88754222985
1485216000,10.51,10.92,10.79,10.57,55179.70253114004
1485129600,10.65,10.85,10.77,10.8,35338.62281061
1485043200,10.66,11.07,10.94,10.77,49893.01076167006
1484956800,10.58,11.06,10.65,10.93,60044.83210135978
1484870400,10.42,10.81,10.46,10.62,59455.01891866979
1484784000,10.18,10.5,10.24,10.42,47611.246614440104
1484697600,9.99,10.51,10.33,10.23,62955.27909692973
1484611200,9.65,10.53,9.66,10.34,70389.98854570091
1484524800,9.56,10.23,9.91,9.66,63107.15135821892
1484438400,9.8,10.05,9.86,9.9,27754.144260249665
1484352000,9.69,9.94,9.84,9.86,37227.09101864951
1484265600,9.51,9.91,9.81,9.84,77365.78078981387
1484179200,9.12,10.17,9.96,9.8,79646.57654381267
1484092800,9.47,10.84,10.63,9.95,156666.14005806862
1484006400,10.34,10.75,10.41,10.63,55080.016586169455
1483920000,10.23,10.94,10.5,10.39,71537.43676264657
1483833600,9.89,10.58,9.92,10.5,62882.92455958055
1483747200,9.55,10.21,10.14,9.92,68201.47480045067
1483660800,9.52,10.46,10.23,10.14,139579.01357529077
1483574400,9.08,11.8,11.13,10.23,317611.7915830781
1483488000,9.34,11.17,9.62,11.17,249702.42951788733
1483401600,8.24,10.02,8.38,9.59,193075.39458170906
1483315200,8.05,8.53,8.2,8.38,70490.2326302906
1483228800,8.08,8.6,8.16,8.18,59519.78894093927
1483142400,8,8.29,8.2,8.16,43418.84986029954
1483056000,8.01,8.52,8.3,8.21,66140.23918059008
1482969600,7.6,8.53,7.6,8.29,152526.66075647084
1482883200,7.05,7.72,7.15,7.62,98303.43480062977
1482796800,7.05,7.37,7.23,7.16,45350.13633534982
1482710400,7.02,7.33,7.18,7.26,26970.32002986
1482624000,7.12,7.34,7.23,7.19,26438.835102470093
1482537600,7.08,7.46,7.14,7.22,29874.25951247982
1482451200,7.01,7.67,7.54,7.13,95553.44592548933
1482364800,7.5,7.95,7.93,7.55,86905.1731097285
1482278400,7.64,7.97,7.64,7.91,46350.30741928001
1482192000,7.55,7.77,7.65,7.64,28560.53439841998
1482105600,7.57,7.95,7.92,7.64,41333.506720959944
1482019200,7.69,7.97,7.84,7.92,21241.08083959005
1481932800,7.51,7.93,7.84,7.85,37372.579750250035
1481846400,7.77,7.95,7.85,7.84,33701.60810741982
1481760000,7.64,8.32,8.24,7.83,74745.17121021936
1481673600,8.19,8.48,8.4,8.24,34073.30998726002
1481587200,8.35,8.57,8.53,8.41,37242.6622280896
1481500800,8.18,8.62,8.23,8.5,44454.92057028987
1481414400,8.11,8.26,8.14,8.23,22169.583673440207
1481328000,8.04,8.55,8.46,8.14,44650.73726690998
1481241600,7.97,8.65,8.21,8.47,60616.06116835968
1481155200,8.2,8.95,8.35,8.2,68988.52826369945
1481068800,7.33,8.6,7.83,8.35,91022.39199887966
1480982400,5.81,7.99,6.76,7.83,169727.89511206216
1480896000,6.56,7.58,7.39,6.75,93549.91705136962
1480809600,7.35,7.92,7.87,7.37,45053.368384609836
1480723200,7.34,8.12,7.73,7.86,57901.27746199021
1480636800,7.27,8.46,8.46,7.73,118183.25313795981
1480550400,8.3,8.68,8.59,8.45,42193.04172297017
1480464000,8.14,8.75,8.14,8.61,57443.67791608986
1480377600,7.79,8.72,8.67,8.14,84684.16746045866
1480291200,8.63,9,8.97,8.67,46708.57126503003
1480204800,8.66,9.33,9.33,8.98,61939.50710924005
1480118400,9.26,9.48,9.42,9.33,17875.333663070065
1480032000,9.16,9.74,9.19,9.4,21992.720039600117
1479945600,8.68,9.82,9.8,9.18,67233.1139185892
1479859200,9.73,9.93,9.87,9.8,21427.232821240363
1479772800,9.49,10.21,9.53,9.87,38033.86777789987
1479686400,9.41,9.65,9.58,9.54,28988.662203819866
